scenario,perturbation,P_total,dP_total,P_base,P_scr,P_cpu,P_wifi,P_4g,P_5g,P_gps,P_bg_sw,P_bg_int,P_base_share,P_scr_share,P_cpu_share,P_wifi_share,P_4g_share,P_5g_share,P_gps_share,P_bg_sw_share,P_bg_int_share
gaming_wifi,bg_on_more_intensity,3.619131056483003,0.0,0.4,1.501,1.0981310564830031,0.35,0.0,0.0,0.0,0.15,0.12,0.1105237676550768,0.4147404381256756,0.3034239543538786,0.09670829669819218,0.0,0.0,0.0,0.041446412870653794,0.033157130296523035
videocall_wifi,baseline,3.1216423265218594,0.0,0.4,1.444,0.6726423265218597,0.35,0.0,0.0,0.0,0.15,0.105,0.12813767823480304,0.462577018427639,0.21547706500741848,0.11212046845545266,0.0,0.0,0.0,0.04805162933805114,0.0336361405366358
videocall_wifi,brightness_up,3.1786423265218597,0.057000000000000384,0.4,1.501,0.6726423265218597,0.35,0.0,0.0,0.0,0.15,0.105,0.12583988977384844,0.47221418637636625,0.2116130905668395,0.11010990355211737,0.0,0.0,0.0,0.04718995866519316,0.033032971065635214
videocall_wifi,brightness_down,3.06464232652186,-0.056999999999999496,0.4,1.387,0.6726423265218597,0.35,0.0,0.0,0.0,0.15,0.105,0.13052094090665717,0.45258136259383375,0.2194847733781901,0.11420582329332502,0.0,0.0,0.0,0.04894535283999644,0.034261746987997506
videocall_wifi,cpu_up,3.18477446905977,0.06313214253791077,0.4,1.444,0.7357744690597701,0.35,0.0,0.0,0.0,0.15,0.105,0.12559759062565287,0.45340730215860686,0.23102875139444023,0.10989789179744626,0.0,0.0,0.0,0.04709909648461982,0.03296936753923388
videocall_wifi,cpu_down,3.061864675462546,-0.05977765105931354,0.4,1.444,0.612864675462546,0.35,0.0,0.0,0.0,0.15,0.105,0.13063934641055727,0.4716080405421117,0.20016060160136323,0.1143094281092376,0.0,0.0,0.0,0.048989754903958974,0.03429282843277128
videocall_wifi,net_4g,3.321642326521859,0.19999999999999973,0.4,1.444,0.6726423265218597,0.0,0.55,0.0,0.0,0.15,0.105,0.12042235758081934,0.4347247108667578,0.20250293692102408,0.0,0.1655807416736266,0.0,0.0,0.04515838409280725,0.03161086886496508
videocall_wifi,net_5g,3.5216423265218593,0.3999999999999999,0.4,1.444,0.6726423265218597,0.0,0.0,0.75,0.0,0.15,0.105,0.11358336903993853,0.41003596223417804,0.19100245401303803,0.0,0.0,0.21296881694988473,0.0,0.04259376338997694,0.02981563437298386
videocall_wifi,gps_on,3.5216423265218593,0.3999999999999999,0.4,1.444,0.6726423265218597,0.35,0.0,0.0,0.4,0.15,0.105,0.11358336903993853,0.41003596223417804,0.19100245401303803,0.09938544790994619,0.0,0.0,0.11358336903993853,0.04259376338997694,0.02981563437298386
videocall_wifi,bg_on_more_intensity,3.1216423265218594,0.0,0.4,1.444,0.6726423265218597,0.35,0.0,0.0,0.0,0.15,0.105,0.12813767823480304,0.462577018427639,0.21547706500741848,0.11212046845545266,0.0,0.0,0.0,0.04805162933805114,0.0336361405366358
navigation_5g_gps,baseline,3.758245813693967,0.0,0.4,1.558,0.41024581369396723,0.0,0.0,0.75,0.4,0.15,0.09,0.10643263368843918,0.41455510821647057,0.10915885602776419,0.0,0.0,0.19956118816582344,0.10643263368843918,0.03991223763316469,0.023947342579898813
navigation_5g_gps,brightness_up,3.815245813693967,0.05699999999999994,0.4,1.615,0.41024581369396723,0.0,0.0,0.75,0.4,0.15,0.09,0.1048425237934316,0.42330168981598004,0.10752801620841367,0.0,0.0,0.19657973211268423,0.1048425237934316,0.03931594642253684,0.023589567853522106
navigation_5g_gps,brightness_down,3.7012458136939665,-0.057000000000000384,0.4,1.501,0.41024581369396723,0.0,0.0,0.75,0.4,0.15,0.09,0.10807171966802893,0.40553912805427855,0.11083992643129213,0.0,0.0,0.20263447437755425,0.10807171966802893,0.04052689487551085,0.02431613692530651
navigation_5g_gps,cpu_up,3.8030697283482366,0.044823914654269714,0.4,1.558,0.4550697283482367,0.0,0.0,0.75,0.4,0.15,0.09,0.10517819250548675,0.40966905980887086,0.119658528729076,0.0,0.0,0.19720911094778765,0.10517819250548675,0.039441822189557524,0.023665093313734516
navigation_5g_gps,cpu_down,3.717700702453217,-0.040545111240749776,0.4,1.558,0.36970070245321707,0.0,0.0,0.75,0.4,0.15,0.09,0.1075933841947121,0.4190762314384036,0.0994433742902598,0.0,0.0,0.20173759536508518,0.1075933841947121,0.04034751907301703,0.02420851144381022
navigation_5g_gps,net_4g,3.5582458136939668,-0.20000000000000018,0.4,1.558,0.41024581369396723,0.0,0.55,0.0,0.4,0.15,0.09,0.11241494290827057,0.43785620262771385,0.11529439931191082,0.0,0.15457054649887203,0.0,0.11241494290827057,0.042155603590601456,0.025293362154360875
navigation_5g_gps,net_5g,3.758245813693967,0.0,0.4,1.558,0.41024581369396723,0.0,0.0,0.75,0.4,0.15,0.09,0.10643263368843918,0.41455510821647057,0.10915885602776419,0.0,0.0,0.19956118816582344,0.10643263368843918,0.03991223763316469,0.023947342579898813
navigation_5g_gps,gps_on,3.758245813693967,0.0,0.4,1.558,0.41024581369396723,0.0,0.0,0.75,0.4,0.15,0.09,0.10643263368843918,0.41455510821647057,0.10915885602776419,0.0,0.0,0.19956118816582344,0.10643263368843918,0.03991223763316469,0.023947342579898813
navigation_5g_gps,bg_on_more_intensity,3.758245813693967,0.0,0.4,1.558,0.41024581369396723,0.0,0.0,0.75,0.4,0.15,0.09,0.10643263368843918,0.41455510821647057,0.10915885602776419,0.0,0.0,0.19956118816582344,0.10643263368843918,0.03991223763316469,0.023947342579898813
weaknet_4g_burst,baseline,3.179069728348237,0.0,0.4,1.444,0.4550697283482367,0.0,0.55,0.0,0.0,0.15,0.18,0.12582297155458422,0.454220927312049,0.14314556371328138,0.0,0.17300658588755333,0.0,0.0,0.04718361433296908,0.056620337199562894
weaknet_4g_burst,brightness_up,3.2360697283482365,0.056999999999999496,0.4,1.501,0.4550697283482367,0.0,0.55,0.0,0.0,0.15,0.18,0.1236067308735554,0.4638342576030166,0.14062420360160616,0.0,0.1699592549511387,0.0,0.0,0.04635252407758327,0.055623028893099925
weaknet_4g_burst,brightness_down,3.1220697283482366,-0.057000000000000384,0.4,1.387,0.4550697283482367,0.0,0.55,0.0,0.0,0.15,0.18,0.12812013657735447,0.44425657358197657,0.1457589893704892,0.0,0.1761651877938624,0.0,0.0,0.04804505121650792,0.0576540614598095
weaknet_4g_burst,cpu_up,3.227915183439669,0.04884545509143212,0.4,1.444,0.5039151834396696,0.0,0.55,0.0,0.0,0.15,0.18,0.12391899330321303,0.447347565824599,0.15611165560511944,0.0,0.1703886157919179,0.0,0.0,0.046469622488704884,0.05576354698644586
weaknet_4g_burst,cpu_down,3.1342458136939673,-0.044823914654269714,0.4,1.444,0.41024581369396723,0.0,0.55,0.0,0.0,0.15,0.18,0.12762240863570526,0.46071689517489595,0.13089139719084722,0.0,0.17548081187409473,0.0,0.0,0.04785840323838947,0.05743008388606736
weaknet_4g_burst,net_4g,3.179069728348237,0.0,0.4,1.444,0.4550697283482367,0.0,0.55,0.0,0.0,0.15,0.18,0.12582297155458422,0.454220927312049,0.14314556371328138,0.0,0.17300658588755333,0.0,0.0,0.04718361433296908,0.056620337199562894
weaknet_4g_burst,net_5g,3.3790697283482367,0.19999999999999973,0.4,1.444,0.4550697283482367,0.0,0.0,0.75,0.0,0.15,0.18,0.1183757756296816,0.4273365500231505,0.13467308014702756,0.0,0.0,0.221954579305653,0.0,0.04439091586113059,0.053269099033356714
weaknet_4g_burst,gps_on,3.579069728348237,0.3999999999999999,0.4,1.444,0.4550697283482367,0.0,0.55,0.0,0.4,0.15,0.18,0.11176088491145506,0.4034567945303527,0.127147488841536,0.0,0.1536712167532507,0.0,0.11176088491145506,0.04191033184179564,0.05029239821015477
weaknet_4g_burst,bg_on_more_intensity,3.179069728348237,0.0,0.4,1.444,0.4550697283482367,0.0,0.55,0.0,0.0,0.15,0.18,0.12582297155458422,0.454220927312049,0.14314556371328138,0.0,0.17300658588755333,0.0,0.0,0.04718361433296908,0.056620337199562894
music_screenoff,baseline,1.249114748547685,0.0,0.4,0.0,0.25911474854768496,0.35,0.0,0.0,0.0,0.15,0.09,0.32022678498117985,0.0,0.20743870717157994,0.2801984368585323,0.0,0.0,0.0,0.12008504436794241,0.07205102662076546
music_screenoff,brightness_up,1.249114748547685,0.0,0.4,0.0,0.25911474854768496,0.35,0.0,0.0,0.0,0.15,0.09,0.32022678498117985,0.0,0.20743870717157994,0.2801984368585323,0.0,0.0,0.0,0.12008504436794241,0.07205102662076546
music_screenoff,brightness_down,1.249114748547685,0.0,0.4,0.0,0.25911474854768496,0.35,0.0,0.0,0.0,0.15,0.09,0.32022678498117985,0.0,0.20743870717157994,0.2801984368585323,0.0,0.0,0.0,0.12008504436794241,0.07205102662076546
music_screenoff,cpu_up,1.2676307507466054,0.018516002198920356,0.4,0.0,0.27763075074660537,0.35,0.0,0.0,0.0,0.15,0.09,0.3155493031108698,0.0,0.2190154748005973,0.27610564022201106,0.0,0.0,0.0,0.11833098866657617,0.0709985931999457
music_screenoff,cpu_down,0.99,-0.259114748547685,0.4,0.0,0.0,0.35,0.0,0.0,0.0,0.15,0.09,0.4040404040404041,0.0,0.0,0.35353535353535354,0.0,0.0,0.0,0.15151515151515152,0.09090909090909091
music_screenoff,net_4g,1.449114748547685,0.19999999999999996,0.4,0.0,0.25911474854768496,0.0,0.55,0.0,0.0,0.15,0.09,0.27603059067674485,0.0,0.1788089927366842,0.0,0.3795420621805241,0.0,0.0,0.1035114715037793,0.062106882902267575
music_screenoff,net_5g,1.649114748547685,0.3999999999999999,0.4,0.0,0.25911474854768496,0.0,0.0,0.75,0.0,0.15,0.09,0.24255437673592176,0.0,0.15712354084267202,0.0,0.0,0.45478945637985324,0.0,0.09095789127597065,0.05457473476558239
music_screenoff,gps_on,1.649114748547685,0.3999999999999999,0.4,0.0,0.25911474854768496,0.35,0.0,0.0,0.4,0.15,0.09,0.24255437673592176,0.0,0.15712354084267202,0.2122350796439315,0.0,0.0,0.24255437673592176,0.09095789127597065,0.05457473476558239
music_screenoff,bg_on_more_intensity,1.249114748547685,0.0,0.4,0.0,0.25911474854768496,0.35,0.0,0.0,0.0,0.15,0.09,0.32022678498117985,0.0,0.20743870717157994,0.2801984368585323,0.0,0.0,0.0,0.12008504436794241,0.07205102662076546
idle_bg_medium,baseline,0.9506940530789283,0.0,0.4,0.0,0.2506940530789282,0.0,0.0,0.0,0.0,0.15,0.15,0.4207452425988735,0.0,0.2636958254519713,0.0,0.0,0.0,0.0,0.15777946597457757,0.15777946597457757
idle_bg_medium,brightness_up,0.9506940530789283,0.0,0.4,0.0,0.2506940530789282,0.0,0.0,0.0,0.0,0.15,0.15,0.4207452425988735,0.0,0.2636958254519713,0.0,0.0,0.0,0.0,0.15777946597457757,0.15777946597457757
idle_bg_medium,brightness_down,0.9506940530789283,0.0,0.4,0.0,0.2506940530789282,0.0,0.0,0.0,0.0,0.15,0.15,0.4207452425988735,0.0,0.2636958254519713,0.0,0.0,0.0,0.0,0.15777946597457757,0.15777946597457757
idle_bg_medium,cpu_up,0.9622021029760501,0.011508049897121841,0.4,0.0,0.26220210297605007,0.0,0.0,0.0,0.0,0.15,0.15,0.4157130801967872,0.0,0.2725021096556224,0.0,0.0,0.0,0.0,0.15589240507379518,0.15589240507379518
idle_bg_medium,cpu_down,0.7000000000000001,-0.2506940530789282,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571425,0.21428571428571425
idle_bg_medium,net_4g,1.5006940530789281,0.5499999999999998,0.4,0.0,0.2506940530789282,0.0,0.55,0.0,0.0,0.15,0.15,0.2665433365177481,0.0,0.1670520733820374,0.0,0.3664970877119036,0.0,0.0,0.09995375119415552,0.09995375119415552
idle_bg_medium,net_5g,1.700694053078928,0.7499999999999998,0.4,0.0,0.2506940530789282,0.0,0.0,0.75,0.0,0.15,0.15,0.23519809414035522,0.0,0.14740690874121243,0.0,0.0,0.44099642651316606,0.0,0.0881992853026332,0.0881992853026332
idle_bg_medium,gps_on,1.3506940530789282,0.3999999999999999,0.4,0.0,0.2506940530789282,0.0,0.0,0.0,0.4,0.15,0.15,0.29614404467702643,0.0,0.1856038771381774,0.0,0.0,0.0,0.29614404467702643,0.1110540167538849,0.1110540167538849
idle_bg_medium,bg_on_more_intensity,0.9506940530789283,0.0,0.4,0.0,0.2506940530789282,0.0,0.0,0.0,0.0,0.15,0.15,0.4207452425988735,0.0,0.2636958254519713,0.0,0.0,0.0,0.0,0.15777946597457757,0.15777946597457757
